,,,,,,,y,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284348890,2272,1690354731,5,44,1,0,29.501714409722200000000 ,106.441331651475000000000 ,309.86,-19.325,8.292,-0.133,-0.479,0.246,293.348,-1.036923204,1.033923426,0.488963787,-1.042,0.196,7.333,50,50,50,122,264,158,0.1,0.1,0.1,-0.000029,0.008437,0.00333,0.001265,-0.004529,0.979302,0.202349,20.859375,20.828125,20.859375,20.640625,1.005,1.005,3836.89,359707,1,0,0,0,0,0,0,0,21.028858,20.796875,0.231983
284348900,2272,1690354731,5,44,1,0,29.501714680989500000000 ,106.441336263020000000000 ,309.861,-19.325,8.292,-0.133,-0.505,0.256,293.353,-2.591808047,1.013924907,0.564958158,-0.505,0.196,7.057,50,50,50,122,264,158,0.1,0.1,0.1,-0.000029,0.008436,0.00333,0.001304,-0.004767,0.979291,0.202397,20.859375,20.828125,20.859375,20.640625,1.005,1.005,3836.9,359708,1,0,0,0,0,0,0,0,21.028858,20.796875,0.231983
284348910,2272,1690354731,5,44,1,0,29.501714138454800000000 ,106.441336263020000000000 ,309.861,-19.325,8.292,-0.133,-0.527,0.216,293.36,-2.248833448,-4.014702665,0.627953493,-0.075,0.345,8.516,50,50,50,122,264,158,0.1,0.1,0.1,-0.000029,0.008436,0.00333,0.000917,-0.004886,0.979279,0.202454,20.859375,20.828125,20.859375,20.640625,1.005,1.005,3836.91,359709,1,0,0,0,0,0,0,0,21.028858,20.796875,0.231983
284348920,2272,1690354731,5,44,1,0,29.501709255642300000000 ,106.441336263020000000000 ,309.862,-19.325,8.292,-0.133,-0.554,0.206,293.365,-2.707799457,-0.964928536,0.469965194,-0.246,-0.269,9.561,50,50,50,122,264,158,0.1,0.1,0.1,-0.000029,0.008436,0.00333,0.000786,-0.0051,0.979269,0.202495,20.859375,20.859375,20.859375,21,1.005,1.005,3836.92,359710,1,0,0,0,0,0,0,0,21.028858,20.894531,0.134327
284348930,2272,1690354731,5,44,1,0,29.501709526909700000000 ,106.441337076822000000000 ,309.862,-19.325,8.292,-0.133,-0.549,0.202,293.371,0.525961047,-0.412969415,0.665950679,-0.681,-0.063,8.758,50,50,50,122,264,158,0.1,0.1,0.1,-0.000029,0.008436,0.00333,0.000762,-0.005047,0.979258,0.202552,20.859375,20.859375,20.859375,21,1.005,1.005,3836.93,359711,1,0,0,0,0,0,0,0,21.028858,20.894531,0.134327
284348940,2272,1690354731,5,44,1,0,29.501709798177000000000 ,106.441336805555000000000 ,309.863,-19.325,8.292,-0.133,-0.539,0.207,293.375,0.986926907,0.495963268,0.320976228,-0.447,0.623,8.455,50,50,50,122,264,158,0.1,0.1,0.1,-0.000029,0.008436,0.00333,0.000822,-0.004971,0.979252,0.202579,20.765625,20.75,20.765625,20.828125,1.005,1.005,3836.94,359712,1,0,0,0,0,0,0,0,21.028858,20.777344,0.251515
284348950,2272,1690354731,5,44,1,0,29.501704101562400000000 ,106.441336805555000000000 ,309.863,-19.325,8.292,-0.133,-0.549,0.219,293.377,-0.975927721,1.199911133,0.289978524,-0.527,0.89,7.693,50,50,50,122,264,158,0.1,0.1,0.1,-0.000029,0.008436,0.00333,0.000907,-0.005076,0.979247,0.202603,20.765625,20.75,20.765625,20.828125,1.005,1.005,3836.95,359713,1,0,0,0,0,0,0,0,21.028858,20.777344,0.251515
284348960,2272,1690354731,5,44,1,0,29.501704372829800000000 ,106.441341417100000000000 ,309.863,-19.325,8.292,-0.133,-0.55,0.191,293.382,-0.062995334,-2.762795383,0.384971488,-0.421,0.165,7.591,50,50,50,122,264,158,0.1,0.1,0.1,-0.000029,0.008436,0.00333,0.000667,-0.005031,0.97924,0.202639,20.765625,20.75,20.765625,20.828125,1.005,1.005,3836.96,359714,1,0,0,0,0,0,0,0,21.028858,20.777344,0.251515
284348970,2272,1690354731,5,44,1,0,29.501704644097200000000 ,106.441341417100000000000 ,309.863,-19.295,8.408,-0.25,-0.552,0.151,293.386,-0.299977783,-4.055699629,0.394970748,-0.075,-0.145,9.687,50,50,50,127,255,158,0.1,0.1,0.1,-0.000029,0.008436,0.00333,0.000315,-0.004985,0.979233,0.202675,20.8125,20.765625,20.8125,20.75,1.005,1.005,3836.97,359715,1,0,0,0,0,0,0,0,21.047363,20.785156,0.262207
284348980,2272,1690354731,5,44,1,0,29.501698947482600000000 ,106.441342230902000000000 ,309.863,-19.295,8.408,-0.25,-0.544,0.159,293.388,0.874935201,0.8209392,0.231982819,-0.587,-0.645,9.256,50,50,50,127,255,158,0.1,0.1,0.1,-0.000029,0.008436,0.00333,0.0004,-0.004924,0.979229,0.202694,20.8125,20.765625,20.8125,20.75,1.005,1.005,3836.98,359716,1,0,0,0,0,0,0,0,21.047363,20.785156,0.262207
284348990,2272,1690354731,5,44,1,0,29.501699218750000000000 ,106.441341145833000000000 ,309.863,-19.295,8.408,-0.25,-0.517,0.166,293.389,2.709799308,0.717946828,0.121990965,-0.701,-0.432,8.635,50,50,50,127,255,158,0.1,0.1,0.1,-0.000029,0.008436,0.00333,0.000509,-0.004705,0.979228,0.202704,20.8125,20.796875,20.8125,20.84375,1.005,1.005,3836.99,359717,1,0,0,0,0,0,0,0,21.047363,20.816406,0.230957
284349000,2272,1690354731,5,44,1,0,29.501699490017300000000 ,106.441341959635000000000 ,309.863,-19.295,8.408,-0.25,-0.478,0.136,293.394,3.859714144,-3.047774278,0.454966305,-0.585,-0.427,9.738,50,50,50,127,255,158,0.1,0.1,0.1,-0.000029,0.008436,0.00333,0.000317,-0.004321,0.979222,0.202744,20.8125,20.796875,20.8125,20.84375,1.005,1.005,3836.99,359718,1,0,0,0,0,0,0,0,21.047363,20.816406,0.230957
284349010,2272,1690354731,5,44,1,0,29.501694878472200000000 ,106.441341959635000000000 ,309.863,-19.295,8.408,-0.25,-0.474,0.131,293.4,0.336975043,-0.409969637,0.579957048,-0.106,-0.491,10.57,50,50,50,127,255,158,0.1,0.1,0.1,-0.000029,0.008436,0.00333,0.000287,-0.004283,0.979211,0.202795,20.8125,20.796875,20.8125,20.84375,1.005,1.005,3837,359719,1,0,0,0,0,0,0,0,21.047363,20.816406,0.230957
284349020,2272,1690354731,5,44,1,0,29.501693793402700000000 ,106.441346571180000000000 ,309.863,-19.295,8.408,-0.25,-0.431,0.107,293.406,4.328679412,-2.437819452,0.617954233,-0.073,-0.311,10.943,50,50,50,127,255,158,0.1,0.1,0.1,-0.000029,0.008436,0.00333,0.000156,-0.00387,0.979202,0.202848,20.765625,20.703125,20.765625,20.75,1.005,1.005,3837.01,359720,1,0,0,0,0,0,0,0,21.047363,20.746094,0.301269
284349030,2272,1690354731,5,44,1,0,29.501694335937500000000 ,106.441346571180000000000 ,309.863,-19.295,8.408,-0.25,-0.408,0.105,293.411,2.283830856,-0.186986152,0.440967341,-0.224,-0.382,11.424,50,50,50,127,255,158,0.1,0.1,0.1,-0.000029,0.008436,0.00333,0.000179,-0.003671,0.979195,0.202886,20.765625,20.703125,20.765625,20.75,1.005,1.005,3837.02,359721,1,0,0,0,0,0,0,0,21.047363,20.746094,0.301269
284349040,2272,1690354731,5,44,1,0,29.501689724392300000000 ,106.441346571180000000000 ,309.863,-19.295,8.408,-0.25,-0.378,0.119,293.417,2.976779535,1.449892619,0.620954011,-0.717,-0.074,10.886,50,50,50,127,255,158,0.1,0.1,0.1,-0.000029,0.008436,0.00333,0.000355,-0.003442,0.979185,0.202938,20.765625,20.703125,20.765625,20.75,1.005,1.005,3837.03,359722,1,0,0,0,0,0,0,0,21.047363,20.746094,0.301269
284349050,2272,1690354731,5,44,1,0,29.501689724392300000000 ,106.441347113715000000000 ,309.866,-19.295,8.408,-0.25,-0.35,0.186,293.421,2.871787311,6.625509305,0.450966601,-0.425,-0.281,9.351,50,50,50,127,255,158,0.1,0.1,0.1,-0.000029,0.008436,0.00333,0.000973,-0.003313,0.979178,0.202974,20.765625,20.75,20.765625,20.703125,1.005,1.005,3837.04,359723,1,0,0,0,0,0,0,0,21.047363,20.746094,0.301269
284349060,2272,1690354731,5,44,1,0,29.501689181857600000000 ,106.441346299913000000000 ,309.866,-19.295,8.408,-0.25,-0.306,0.22,293.425,4.364676746,3.486741767,0.3969706,-0.709,0.252,8.647,50,50,50,127,255,158,0.1,0.1,0.1,-0.000029,0.008436,0.00333,0.001342,-0.003002,0.979172,0.203006,20.765625,20.75,20.765625,20.703125,1.005,1.005,3837.05,359724,1,0,0,0,0,0,0,0,21.047363,20.746094,0.301269
284349070,2272,1690354731,5,43,1,0,29.501684299045100000000 ,106.441347113715000000000 ,309.867,-19.295,8.408,-0.25,-0.265,0.23,293.43,4.108695704,0.960928832,0.57695727,-0.277,0.158,8.941,50,50,50,127,255,158,0.1,0.1,0.1,-0.000029,0.008436,0.00333,0.001497,-0.002667,0.979162,0.203054,20.75,20.703125,20.75,20.6875,1.005,1.005,3837.07,359725,1,0,0,0,0,0,0,0,21.047363,20.722656,0.324707
284349080,2272,1690354731,5,43,1,0,29.501684570312400000000 ,106.441351725260000000000 ,309.867,-19.295,8.408,-0.25,-0.234,0.248,293.434,3.068772722,1.803866403,0.402970155,0.089,-0.347,9.167,50,50,50,127,255,158,0.1,0.1,0.1,-0.000029,0.008436,0.00333,0.001705,-0.002436,0.979156,0.203088,20.75,20.703125,20.75,20.6875,1.005,1.005,3837.08,359726,1,0,0,0,0,0,0,0,21.047363,20.722656,0.324707
284349090,2272,1690354731,5,43,1,0,29.501684027777700000000 ,106.441351725260000000000 ,309.867,-19.295,8.408,-0.25,-0.185,0.275,293.44,4.865639644,2.782793902,0.607954974,-0.576,-0.254,8.57,50,50,50,127,255,158,0.1,0.1,0.1,-0.000029,0.008436,0.00333,0.002029,-0.00207,0.979145,0.203138,20.75,20.703125,20.75,20.6875,1.005,1.005,3837.09,359727,1,0,0,0,0,0,0,0,21.047363,20.722656,0.324707
284349100,2272,1690354731,5,43,1,0,29.501679144965200000000 ,106.441351453993000000000 ,309.867,-19.295,8.408,-0.25,-0.157,0.262,293.442,2.831790274,-1.315902542,0.1849863,-0.333,0.281,10.516,50,50,50,127,255,158,0.1,0.1,0.1,-0.000029,0.008436,0.00333,0.001966,-0.001804,0.979143,0.203154,20.703125,20.671875,20.703125,20.78125,1.005,1.005,3837.1,359728,1,0,0,0,0,0,0,0,21.047363,20.714844,0.332519
284349110,2272,1690354731,5,43,1,0,29.501679416232600000000 ,106.441351453993000000000 ,309.867,-19.295,8.408,-0.25,-0.138,0.295,293.445,1.896859516,3.277757245,0.331975413,-0.415,0.004,10.194,50,50,50,127,255,158,0.1,0.1,0.1,-0.000029,0.008436,0.00333,0.002277,-0.001699,0.979137,0.203181,20.703125,20.671875,20.703125,20.78125,1.005,1.005,3837.11,359729,1,0,0,0,0,0,0,0,21.047363,20.714844,0.332519
284349120,2272,1690354731,5,43,1,0,29.501674804687500000000 ,106.441351453993000000000 ,309.867,-19.295,8.408,-0.25,-0.099,0.346,293.45,3.862713922,5.190615576,0.481964305,-0.706,-0.311,7.78,50,50,50,127,255,158,0.1,0.1,0.1,-0.000029,0.008436,0.00333,0.002789,-0.00146,0.979127,0.20322,20.703125,20.71875,20.703125,20.703125,1.005,1.005,3837.12,359730,1,0,0,0,0,0,0,0,21.047363,20.707031,0.340332
284349130,2272,1690354731,5,43,1,0,29.501673990885400000000 ,106.441352267795000000000 ,309.867,-19.295,8.408,-0.25,-0.068,0.371,293.453,3.111769538,2.443819007,0.292978302,-0.315,0.291,8.125,50,50,50,127,255,158,0.1,0.1,0.1,-0.000029,0.008436,0.00333,0.003051,-0.001237,0.979122,0.203244,20.703125,20.71875,20.703125,20.703125,1.005,1.005,3837.12,359731,1,0,0,0,0,0,0,0,21.047363,20.707031,0.340332
284349140,2272,1690354731,5,43,1,0,29.501674262152700000000 ,106.441356879340000000000 ,309.866,-19.295,8.408,-0.25,-0.056,0.411,293.456,1.17091328,3.999703776,0.305977339,-0.849,0.251,7.899,50,50,50,127,255,158,0.1,0.1,0.1,-0.000029,0.008436,0.00333,0.003413,-0.001208,0.979116,0.20327,20.703125,20.71875,20.703125,20.703125,1.005,1.005,3837.14,359732,1,0,0,0,0,0,0,0,21.047363,20.707031,0.340332
284349150,2272,1690354731,5,43,1,0,29.501669650607600000000 ,106.441356879340000000000 ,309.867,-19.295,8.408,-0.25,-0.024,0.402,293.461,3.281756948,-0.872935349,0.53996001,-0.703,0.267,8.886,50,50,50,127,255,158,0.1,0.1,0.1,-0.000029,0.008436,0.00333,0.003397,-0.000911,0.979107,0.203314,20.71875,20.71875,20.71875,20.75,1.005,1.005,3837.15,359733,1,0,0,0,0,0,0,0,21.047363,20.726562,0.3208
284349160,2272,1690354731,5,43,1,0,29.501669650607600000000 ,106.441356608072000000000 ,309.866,-19.295,8.408,-0.25,-0.007,0.395,293.465,1.622879807,-0.6359529,0.414969267,-0.25,0.103,9.649,50,50,50,127,255,158,0.1,0.1,0.1,-0.000029,0.008436,0.00333,0.003369,-0.000759,0.9791,0.203348,20.71875,20.71875,20.71875,20.75,1.005,1.005,3837.16,359734,1,0,0,0,0,0,0,0,21.047363,20.726562,0.3208
284349170,2272,1690354731,5,43,1,0,29.501669108072900000000 ,106.441356336805000000000 ,309.865,-19.177,8.345,-0.054,0.014,0.412,293.468,2.131842113,1.667876475,0.246981708,-0.259,-0.167,8.391,50,50,50,132,264,171,0.1,0.1,0.1,-0.000029,0.008436,0.00333,0.003549,-0.000607,0.979095,0.203369,20.71875,20.71875,20.71875,20.75,1.005,1.005,3837.17,359735,1,0,0,0,0,0,0,0,20.914023,20.726562,0.18746
284349180,2272,1690354731,5,43,1,0,29.501664225260400000000 ,106.441356608072000000000 ,309.865,-19.177,8.345,-0.054,0.053,0.42,293.472,3.861713996,0.850936978,0.370972525,-0.375,0.108,7.555,50,50,50,132,264,171,0.1,0.1,0.1,-0.000029,0.008436,0.00333,0.00369,-0.000291,0.979088,0.203399,20.703125,20.65625,20.703125,20.6875,1.005,1.005,3837.18,359736,1,0,0,0,0,0,0,0,20.914023,20.6875,0.226523
284349190,2272,1690354731,5,43,1,0,29.501664496527700000000 ,106.441361219618000000000 ,309.864,-19.177,8.345,-0.054,0.066,0.408,293.475,1.273905653,-1.224909281,0.3969706,-0.648,0.302,8.572,50,50,50,132,264,171,0.1,0.1,0.1,-0.000029,0.008436,0.00333,0.003607,-0.00016,0.979082,0.203432,20.703125,20.65625,20.703125,20.6875,1.005,1.005,3837.19,359737,1,0,0,0,0,0,0,0,20.914023,20.6875,0.226523
284349200,2272,1690354731,5,43,1,0,29.501663953993000000000 ,106.441362033420000000000 ,309.863,-19.177,8.345,-0.054,0.071,0.4,293.48,0.475964749,-0.824938904,0.43396786,-0.903,0.058,8.909,50,50,50,132,264,171,0.1,0.1,0.1,-0.000029,0.008436,0.00333,0.003545,-0.000104,0.979075,0.203469,20.703125,20.65625,20.703125,20.6875,1.005,1.005,3837.2,359738,1,0,0,0,0,0,0,0,20.914023,20.6875,0.226523
284349210,2272,1690354731,5,43,1,0,29.501659342447900000000 ,106.441362033420000000000 ,309.861,-19.177,8.345,-0.054,0.096,0.385,293.484,2.522813157,-1.431893952,0.469965194,-0.808,0.174,8.786,50,50,50,132,264,171,0.1,0.1,0.1,-0.000029,0.008436,0.00333,0.003466,0.000137,0.979067,0.203508,20.703125,20.71875,20.703125,20.703125,1.005,1.005,3837.21,359739,1,0,0,0,0,0,0,0,20.914023,20.707031,0.206992
284349220,2272,1690354731,5,43,1,0,29.501659342447900000000 ,106.441361762152000000000 ,309.86,-19.177,8.345,-0.054,0.113,0.378,293.489,1.727872031,-0.699948161,0.439967415,-0.561,0.298,8.439,50,50,50,132,264,171,0.1,0.1,0.1,-0.000029,0.008436,0.00333,0.003436,0.000298,0.979059,0.203545,20.703125,20.71875,20.703125,20.703125,1.005,1.005,3837.22,359740,1,0,0,0,0,0,0,0,20.914023,20.707031,0.206992
284349230,2272,1690354731,5,43,1,0,29.501659884982600000000 ,106.441361762152000000000 ,309.859,-19.177,8.345,-0.054,0.123,0.355,293.493,0.976927647,-2.338826783,0.453966379,-0.407,0.114,8.693,50,50,50,132,264,171,0.1,0.1,0.1,-0.000029,0.008436,0.00333,0.003253,0.000424,0.979052,0.203583,20.71875,20.75,20.71875,20.71875,1.0051,1.0051,3837.23,359741,1,0,0,0,0,0,0,0,20.914023,20.726562,0.18746
284349240,2272,1690354731,5,43,1,0,29.501653917100600000000 ,106.441361762152000000000 ,309.857,-19.177,8.345,-0.054,0.137,0.325,293.497,1.35589958,-2.954781165,0.402970155,-0.225,0.039,8.793,50,50,50,132,264,171,0.1,0.1,0.1,-0.000029,0.008436,0.00333,0.003024,0.000593,0.979045,0.203617,20.71875,20.75,20.71875,20.71875,1.0051,1.0051,3837.24,359742,1,0,0,0,0,0,0,0,20.914023,20.726562,0.18746
284349250,2272,1690354731,5,43,1,0,29.501654188368000000000 ,106.441366373697000000000 ,309.855,-19.177,8.345,-0.054,0.166,0.287,293.502,2.981779165,-3.793719032,0.469965194,-0.507,0.444,9.394,50,50,50,132,264,171,0.1,0.1,0.1,-0.000029,0.008436,0.00333,0.002752,0.000915,0.979038,0.203656,20.71875,20.75,20.71875,20.71875,1.0051,1.0051,3837.25,359743,1,0,0,0,0,0,0,0,20.914023,20.726562,0.18746
284349260,2272,1690354731,5,43,1,0,29.501654459635400000000 ,106.441366373697000000000 ,309.853,-19.177,8.345,-0.054,0.18,0.247,293.505,1.304903357,-4.08269763,0.333975265,-0.567,0.368,9.811,50,50,50,132,264,171,0.1,0.1,0.1,-0.000029,0.008436,0.00333,0.002432,0.001099,0.979033,0.203683,20.75,20.703125,20.75,20.671875,1.0051,1.0051,3837.26,359744,1,0,0,0,0,0,0,0,20.914023,20.71875,0.195273
284349270,2272,1690354731,5,43,1,0,29.501649576822900000000 ,106.441367187500000000000 ,309.852,-19.14,8.243,0.104,0.193,0.195,293.509,1.276905431,-5.143619056,0.449966675,-0.675,0.146,10.062,50,50,50,132,264,168,0.1,0.1,0.1,-0.000029,0.008436,0.00333,0.002014,0.001301,0.979026,0.203721,20.75,20.703125,20.75,20.671875,1.0051,1.0051,3837.27,359745,1,0,0,0,0,0,0,0,20.839545,20.71875,0.120795
284349280,2272,1690354731,5,43,1,0,29.501649034288100000000 ,106.441366916232000000000 ,309.85,-19.14,8.243,0.104,0.212,0.16,293.513,1.971853962,-3.531738434,0.436967638,-0.585,0.052,9.869,50,50,50,132,264,168,0.1,0.1,0.1,-0.000029,0.008436,0.00333,0.001747,0.001532,0.979018,0.203757,20.6875,20.6875,20.6875,20.640625,1.0051,1.0051,3837.28,359746,1,0,0,0,0,0,0,0,20.839545,20.675781,0.163764
284349290,2272,1690354731,5,43,1,0,29.501649576822900000000 ,106.441366644965000000000 ,309.848,-19.14,8.243,0.104,0.232,0.123,293.518,1.931856924,-3.622731695,0.516961713,-0.374,0.12,9.898,50,50,50,132,264,168,0.1,0.1,0.1,-0.000029,0.008436,0.00333,0.001471,0.001762,0.979009,0.2038,20.6875,20.6875,20.6875,20.640625,1.0051,1.0051,3837.29,359747,1,0,0,0,0,0,0,0,20.839545,20.675781,0.163764
284349300,2272,1690354731,5,43,1,0,29.501644422743000000000 ,106.441366916232000000000 ,309.847,-19.14,8.243,0.104,0.247,0.091,293.522,1.537886102,-3.234760429,0.389971118,-0.411,0.169,10.241,50,50,50,132,264,168,0.1,0.1,0.1,-0.000029,0.008436,0.00333,0.001222,0.001952,0.979003,0.203833,20.6875,20.6875,20.6875,20.640625,1.0051,1.0051,3837.3,359748,1,0,0,0,0,0,0,0,20.839545,20.675781,0.163764
284349310,2272,1690354731,5,43,1,0,29.501643880208300000000 ,106.441371527777000000000 ,309.845,-19.14,8.243,0.104,0.27,0.048,293.528,2.269831893,-4.387675043,0.57195764,-0.409,0.233,10.463,50,50,50,132,264,168,0.1,0.1,0.1,-0.000029,0.008436,0.00333,0.000891,0.002223,0.978992,0.20388,20.71875,20.6875,20.71875,20.671875,1.0051,1.0051,3837.31,359749,1,0,0,0,0,0,0,0,20.839545,20.699219,0.140327
284349320,2272,1690354731,5,43,1,0,29.501644151475600000000 ,106.441371527777000000000 ,309.844,-19.14,8.243,0.104,0.281,-0.004,293.533,1.076920242,-5.156618094,0.593956011,-0.447,0.533,11.212,50,50,50,132,264,168,0.1,0.1,0.1,-0.000029,0.008436,0.00333,0.000468,0.002408,0.978982,0.20393,20.71875,20.6875,20.71875,20.671875,1.0051,1.0051,3837.32,359750,1,0,0,0,0,0,0,0,20.839545,20.699219,0.140327
284349330,2272,1690354731,5,43,1,0,29.501639268663100000000 ,106.441371256510000000000 ,309.843,-19.14,8.243,0.104,0.281,-0.033,293.538,0.059995557,-2.830790348,0.434967786,-0.479,0.234,10.384,50,50,50,132,264,168,0.1,0.1,0.1,-0.000029,0.008436,0.00333,0.000227,0.002464,0.978974,0.203966,20.71875,20.6875,20.71875,20.671875,1.0051,1.0051,3837.33,359751,1,0,0,0,0,0,0,0,20.839545,20.699219,0.140327
284349340,2272,1690354731,5,43,1,0,29.501639811197900000000 ,106.441372070312000000000 ,309.841,-19.14,8.243,0.104,0.293,-0.08,293.543,1.125916613,-4.698652011,0.57195764,-0.492,-0.027,10.862,50,50,50,132,264,168,0.1,0.1,0.1,-0.000029,0.008436,0.00333,-0.000155,0.002644,0.978964,0.204014,20.65625,20.703125,20.65625,20.65625,1.0051,1.0051,3837.34,359752,1,0,0,0,0,0,0,0,20.839545,20.667969,0.171577
284349350,2272,1690354731,5,43,1,0,29.501638726128400000000 ,106.441372070312000000000 ,309.841,-19.14,8.243,0.104,0.314,-0.113,293.547,2.099844483,-3.323753838,0.432967934,-0.532,0.151,11.122,50,50,50,132,264,168,0.1,0.1,0.1,-0.000029,0.008436,0.00333,-0.000402,0.002883,0.978956,0.20405,20.65625,20.703125,20.65625,20.65625,1.0051,1.0051,3837.35,359753,1,0,0,0,0,0,0,0,20.839545,20.667969,0.171577
284349360,2272,1690354731,5,43,1,0,29.501634114583300000000 ,106.441371799045000000000 ,309.84,-19.14,8.243,0.104,0.333,-0.154,293.551,1.92785722,-4.194689335,0.451966527,-0.554,0.301,11.928,50,50,50,132,264,168,0.1,0.1,0.1,-0.000029,0.008436,0.00333,-0.000718,0.003124,0.978947,0.204086,20.65625,20.703125,20.65625,20.65625,1.0051,1.0051,3837.36,359754,1,0,0,0,0,0,0,0,20.839545,20.667969,0.171577
284349370,2272,1690354731,5,43,1,0,29.501634657118000000000 ,106.441376681857000000000 ,309.839,-19.065,8.206,0.231,0.349,-0.201,293.557,1.57788314,-4.673653863,0.646952086,-0.274,0.218,11.898,50,50,50,128,252,166,0.1,0.1,0.1,-0.000029,0.008436,0.00333,-0.001089,0.003342,0.978935,0.20414,20.71875,20.671875,20.71875,20.625,1.0051,1.0051,3837.37,359755,1,0,0,0,0,0,0,0,20.756027,20.683594,0.072433
284349380,2272,1690354731,5,43,1,0,29.501633843315900000000 ,106.441376681857000000000 ,309.839,-19.065,8.206,0.231,0.355,-0.229,293.564,0.600955492,-2.814791533,0.665950679,-0.281,-0.003,11.839,50,50,50,128,252,166,0.1,0.1,0.1,-0.000029,0.008436,0.00333,-0.00132,0.003444,0.978923,0.204196,20.71875,20.671875,20.71875,20.625,1.0051,1.0051,3837.38,359756,1,0,0,0,0,0,0,0,20.756027,20.683594,0.072433
284349390,2272,1690354731,5,43,1,0,29.501628960503400000000 ,106.441376410590000000000 ,309.838,-19.065,8.206,0.231,0.368,-0.25,293.569,1.301903579,-2.119843001,0.510962157,-0.294,0.355,11.344,50,50,50,128,252,166,0.1,0.1,0.1,-0.000029,0.008436,0.00333,-0.001479,0.003594,0.978913,0.20424,20.65625,20.65625,20.65625,20.625,1.0051,1.0051,3837.39,359757,1,0,0,0,0,0,0,0,20.756027,20.648438,0.10759
284349400,2272,1690354731,5,43,1,0,29.501629503038100000000 ,106.441376139322000000000 ,309.838,-19.065,8.206,0.231,0.37,-0.284,293.576,0.190985855,-3.328753468,0.686949124,-0.305,0.277,11.735,50,50,50,128,252,166,0.1,0.1,0.1,-0.000029,0.008436,0.00333,-0.001761,0.00367,0.9789,0.204297,20.65625,20.65625,20.65625,20.625,1.0051,1.0051,3837.4,359758,1,0,0,0,0,0,0,0,20.756027,20.648438,0.10759
284349410,2272,1690354731,5,43,1,0,29.501624620225600000000 ,106.441376953125000000000 ,309.838,-19.065,8.206,0.231,0.379,-0.305,293.582,0.883934535,-2.111843594,0.639952604,-0.326,0.35,11.913,50,50,50,128,252,166,0.1,0.1,0.1,-0.000029,0.008436,0.00333,-0.001922,0.003782,0.978888,0.20435,20.65625,20.65625,20.65625,20.625,1.0051,1.0051,3837.41,359759,1,0,0,0,0,0,0,0,20.756027,20.648438,0.10759
284349420,2272,1690354731,5,43,1,0,29.501623806423600000000 ,106.441376953125000000000 ,309.838,-19.065,8.206,0.231,0.383,-0.311,293.587,0.410969563,-0.64595216,0.533960454,-0.297,0.436,11.642,50,50,50,128,252,166,0.1,0.1,0.1,-0.000029,0.008436,0.00333,-0.00197,0.003829,0.978878,0.204396,20.59375,20.640625,20.59375,20.671875,1.0051,1.0051,3837.42,359760,1,0,0,0,0,0,0,0,20.756027,20.625,0.131027
284349430,2272,1690354731,5,43,1,0,29.501624348958300000000 ,106.441381835937000000000 ,309.839,-19.065,8.206,0.231,0.383,-0.305,293.592,-0.033997482,0.583956751,0.524961121,-0.316,0.45,11.489,50,50,50,128,252,166,0.1,0.1,0.1,-0.000029,0.008436,0.00333,-0.00192,0.003816,0.978869,0.204441,20.59375,20.640625,20.59375,20.671875,1.0051,1.0051,3837.43,359761,1,0,0,0,0,0,0,0,20.756027,20.625,0.131027
284349440,2272,1690354731,5,43,1,0,29.501619737413100000000 ,106.441381835937000000000 ,309.839,-19.065,8.206,0.231,0.38,-0.304,293.598,-0.249981486,0.146989114,0.582956825,-0.423,0.228,11.284,50,50,50,128,252,166,0.1,0.1,0.1,-0.000029,0.008436,0.00333,-0.001912,0.003792,0.978859,0.20449,20.59375,20.640625,20.59375,20.671875,1.0051,1.0051,3837.44,359762,1,0,0,0,0,0,0,0,20.756027,20.625,0.131027
284349450,2272,1690354731,5,43,1,0,29.501619737413100000000 ,106.441381564670000000000 ,309.84,-19.065,8.206,0.231,0.383,-0.311,293.604,0.274979635,-0.676949864,0.6359529,-0.033,0.1,11.833,50,50,50,128,252,166,0.1,0.1,0.1,-0.000029,0.008436,0.00333,-0.001965,0.003828,0.978847,0.204544,20.625,20.625,20.625,20.640625,1.0051,1.0051,3837.45,359763,1,0,0,0,0,0,0,0,20.756027,20.628906,0.127121
284349460,2272,1690354731,5,43,1,0,29.501619194878400000000 ,106.441381293402000000000 ,309.84,-19.065,8.206,0.231,0.387,-0.307,293.61,0.309977043,0.334975191,0.614954456,-0.538,0.117,12.343,50,50,50,128,252,166,0.1,0.1,0.1,-0.000029,0.008436,0.00333,-0.001924,0.003852,0.978837,0.204595,20.625,20.625,20.625,20.640625,1.0051,1.0051,3837.46,359764,1,0,0,0,0,0,0,0,20.756027,20.628906,0.127121
284349470,2272,1690354731,5,43,1,0,29.501614312065900000000 ,106.441381293402000000000 ,309.841,-18.965,8.225,0.229,0.403,-0.275,293.616,1.664876697,3.146766946,0.525961047,-0.642,0.388,10.301,50,50,50,119,199,140,0.1,0.1,0.1,-0.000029,0.008436,0.00333,-0.001626,0.003938,0.978827,0.204641,20.53125,20.5625,20.53125,20.625,1.0051,1.0051,3837.47,359765,1,0,0,0,0,0,0,0,20.671765,20.5625,0.109265
