,sec_of_week,gps_week_number,utc,position_type,numsv,ins_status,temperature,latitude,longitude,altitude,north_velocity,east_velocity,ground_velocity,roll,pitch,heading,x_angular_velocity,y_angular_velocity,z_angular_velocity,x_acc,y_acc,z_acc,latitude_std,longitude_std,altitude_std,north_velocity_std,east_velocity_std,ground_velocity_std,roll_std,pitch_std,heading_std,atb_0,atb_1,atb_2,q_x,q_y,q_z,q_w,fl_wheel_vel,fr_wheel_vel,rl_wheel_vel,rr_wheel_vel,l_wheel_factor,r_wheel_factor,time_stamp,seq,time_valid,timestamp_sab_vehicle,x_angular_velocity_bias,y_angular_velocity_bias,z_angular_velocity_bias,x_acc_bias,y_acc_bias,z_acc_bias,gps_velocity,wheel_speed,dv,sec_of_week_last_three,new_longitude,new_latitude
1748,284394370,2272,1690354776.7399998,1,0,0,0.0,29.49682996961805,106.44591471354165,317.521,-4.669,11.963,-0.269,0.076,-0.975,10.28,-0.597955714549264,-2.014850777285562,8.42237622683686,0.282,1.512,9.978,64,180,98,821,644,767,0.1,0.1,0.1,-2.9e-05,0.008429,0.003332,-0.004939,0.00696,0.640885,0.767588,10.9375,11.0625,10.9375,11.140625,1.0052,1.0052,3882.37,364255,1,0,0,0,0,0,0,0,12.841843,11.019531,1.822312,0.37,106.44193020118507,29.499425817009584
1749,284394380,2272,1690354776.7600002,1,0,0,0.0,29.496830240885416,106.44591959635416,317.523,-4.669,11.963,-0.269,0.061,-0.979,10.364,-1.394896691966928,-0.328975635596502,8.466372968375602,0.355,1.88,9.603,64,181,99,821,644,767,0.1,0.1,0.1,-2.9e-05,0.008429,0.003332,-0.005056,0.006901,0.640319,0.768061,10.9375,11.0625,10.9375,11.140625,1.0052,1.0052,3882.38,364256,1,0,0,0,0,0,0,0,12.841843,11.019531,1.822312,0.38,106.44193509255778,29.499426097370854
1750,284394390,2272,1690354776.7800002,1,0,0,0.0,29.496830240885416,106.44591986762153,317.525,-4.669,11.963,-0.269,0.045,-0.966,10.448,-1.461891730219103,1.250907356021952,8.370380077745619,0.254,1.955,9.912,64,181,99,821,644,767,0.1,0.1,0.1,-2.9e-05,0.008429,0.003332,-0.005089,0.006732,0.639759,0.768528,10.75,11.0625,10.75,11.140625,1.0052,1.0052,3882.39,364257,1,0,0,0,0,0,0,0,12.841843,10.925781,1.916062,0.39,106.44193536430167,29.49942609788262
1751,284394400,2272,1690354776.8000002,1,0,0,0.0,29.496834309895835,106.44591986762153,317.526,-4.669,11.963,-0.269,0.03,-0.936,10.532,-1.33090143154694,3.060773314774738,8.443374671662168,0.148,1.879,9.435,64,182,99,821,644,767,0.1,0.1,0.1,-2.9e-05,0.008429,0.003332,-0.005013,0.006449,0.639195,0.769,10.75,11.0625,10.75,11.140625,1.0052,1.0052,3882.4,364258,1,0,0,0,0,0,0,0,12.841843,10.925781,1.916062,0.4,106.44193536405243,29.499430165131475
1752,284394410,2272,1690354776.8200002,1,0,0,0.0,29.4968345811632,106.4459193250868,317.528,-4.669,11.963,-0.269,0.011,-0.918,10.616,-1.760869587493734,1.808866032808722,8.322383632430629,0.325,1.669,9.803,64,182,99,821,644,767,0.1,0.1,0.1,-2.9e-05,0.008429,0.003332,-0.005034,0.006226,0.638638,0.769465,10.8125,11.0625,10.8125,11.109375,1.0052,1.0052,3882.41,364259,1,0,0,0,0,0,0,0,12.841843,10.949219,1.892624,0.41,106.44193482054804,29.499430435257867
1753,284394420,2272,1690354776.8400002,1,0,0,0.0,29.49683485243056,106.44592420789932,317.53,-4.669,11.963,-0.269,0.006,-0.905,10.698,-0.402970155457113,1.272905726791323,8.227390667744709,0.241,1.31,10.06,64,182,99,821,644,767,0.1,0.1,0.1,-2.9e-05,0.008429,0.003332,-0.004995,0.006114,0.638086,0.769923,10.8125,11.0625,10.8125,11.109375,1.0052,1.0052,3882.42,364260,1,0,0,0,0,0,0,0,12.841843,10.949219,1.892624,0.42,106.44193971192173,29.499430715619994
1754,284394430,2272,1690354776.8600001,1,0,0,0.0,29.49683485243056,106.44592447916666,317.532,-4.669,11.963,-0.269,0.016,-0.9,10.783,1.166913576720717,0.512962009303965,8.48337170942466,0.087,1.269,9.683,65,183,99,821,644,767,0.1,0.1,0.1,-2.9e-05,0.008429,0.003332,-0.004892,0.006141,0.637516,0.770396,10.8125,11.0625,10.8125,11.109375,1.0052,1.0052,3882.43,364261,1,0,0,0,0,0,0,0,12.841843,10.949219,1.892624,0.43,106.44193998366563,29.49943071613181
1755,284394440,2272,1690354776.88,1,0,0,0.0,29.49683512369792,106.44592447916666,317.534,-4.669,11.963,-0.269,0.016,-0.904,10.867,0.13898970622466,-0.387971266296179,8.477372153760285,-0.018,1.436,9.984,65,183,99,821,644,767,0.1,0.1,0.1,-2.9e-05,0.008429,0.003332,-0.004909,0.006172,0.636946,0.770867,10.859375,11.078125,10.859375,11.109375,1.0052,1.0052,3882.44,364262,1,0,0,0,0,0,0,0,12.841843,10.976562,1.86528,0.44,106.44193998364902,29.49943098728173
1756,284394450,2272,1690354776.9,1,0,0,0.0,29.49683512369792,106.44592447916666,317.536,-4.669,11.963,-0.269,0.009,-0.898,10.954,-0.602955344269576,0.572957565947704,8.66035860152369,0.037,1.464,9.68,65,184,100,821,644,767,0.1,0.1,0.1,-2.9e-05,0.008429,0.003332,-0.004923,0.006096,0.636364,0.771349,10.859375,11.078125,10.859375,11.109375,1.0052,1.0052,3882.45,364263,1,0,0,0,0,0,0,0,12.841843,10.976562,1.86528,0.45,106.44193998364902,29.49943098728173
1757,284394460,2272,1690354776.92,1,0,0,0.0,29.4968345811632,106.44592475043405,317.538,-4.669,11.963,-0.269,0.004,-0.905,11.041,-0.336975043149001,-0.687949049514873,8.743352454880862,0.413,1.329,9.821,65,184,99,821,644,767,0.1,0.1,0.1,-2.9e-05,0.008429,0.003332,-0.004988,0.00612,0.635775,0.771833,10.78125,11.09375,10.78125,11.09375,1.0052,1.0052,3882.46,364264,1,0,0,0,0,0,0,0,12.841843,10.9375,1.904343,0.46,106.44194025542622,29.4994304454937
1758,284394470,2272,1690354776.94,1,0,0,0.0,29.49683485243056,106.44592963324652,317.54,-3.645,11.186,-0.109,0.003,-0.903,11.129,-0.027997926433746,0.202984966644648,8.72035415816743,0.449,1.114,10.118,65,185,99,739,644,779,0.1,0.1,0.1,-2.9e-05,0.008429,0.003332,-0.004984,0.006101,0.635188,0.772317,10.78125,11.09375,10.78125,11.09375,1.0052,1.0052,3882.47,364265,1,0,0,0,0,0,0,0,11.764889,10.9375,0.827389,0.47,106.44194514680098,29.499430725856833
1759,284394480,2272,1690354776.96,1,0,0,0.0,29.49683512369792,106.44592990451387,317.542,-3.645,11.186,-0.109,0.015,-0.907,11.217,1.326901727770688,-0.37997185874368,8.812347345021161,0.473,1.095,10.679,65,185,100,739,644,779,0.1,0.1,0.1,-2.9e-05,0.008429,0.003332,-0.00492,0.006197,0.634593,0.772805,10.859375,11.09375,10.859375,11.140625,1.0052,1.0052,3882.48,364266,1,0,0,0,0,0,0,0,11.764889,10.988281,0.776608,0.48,106.44194541852835,29.499430997518626
1760,284394490,2272,1690354776.98,1,0,0,0.0,29.49683512369792,106.44592990451387,317.544,-3.645,11.186,-0.109,0.025,-0.879,11.304,1.185912169657902,2.819791162255721,8.706355194950556,-0.002,1.003,10.664,65,186,100,739,644,779,0.1,0.1,0.1,-2.9e-05,0.008429,0.003332,-0.004689,0.006069,0.634006,0.773289,10.859375,11.09375,10.859375,11.140625,1.0052,1.0052,3882.49,364267,1,0,0,0,0,0,0,0,11.764889,10.988281,0.776608,0.49,106.44194541852835,29.499430997518626
1761,284394500,2272,1690354777.0,1,0,0,0.0,29.496834309895835,106.44592990451387,317.546,-3.645,11.186,-0.109,0.062,-0.859,11.395,3.819717106318034,1.96785425791463,9.101325942855167,-0.198,1.261,9.259,65,186,100,739,644,779,0.1,0.1,0.1,-2.9e-05,0.008429,0.003332,-0.004327,0.006144,0.63339,0.773795,10.859375,11.078125,10.859375,11.125,1.0052,1.0052,3882.5,364268,1,0,0,0,0,0,0,0,11.764889,10.980469,0.784421,0.5,106.4419454185782,29.499430184068853
1762,284394510,2272,1690354777.02,1,0,0,0.0,29.4968345811632,106.44593017578124,317.548,-3.645,11.186,-0.109,0.073,-0.861,11.484,1.243907874413516,-0.178986743987155,8.907340309707081,0.111,1.768,12.317,65,186,100,739,644,779,0.1,0.1,0.1,-2.9e-05,0.008429,0.003332,-0.004259,0.006221,0.632788,0.774288,10.859375,11.078125,10.859375,11.125,1.0052,1.0052,3882.51,364269,1,0,0,0,0,0,0,0,11.764889,10.980469,0.784421,0.51,106.44194569030559,29.499430455730653
1763,284394520,2272,1690354777.04,1,0,0,0.0,29.49683485243056,106.44593424479169,317.551,-3.645,11.186,-0.109,0.067,-0.791,11.574,-0.466965415877101,7.059477165079927,9.004333126281125,0.436,2.377,8.807,65,187,100,739,644,779,0.1,0.1,0.1,-2.9e-05,0.008429,0.003332,-0.003906,0.005715,0.632182,0.774788,10.84375,11.078125,10.84375,11.109375,1.0052,1.0052,3882.52,364270,1,0,0,0,0,0,0,0,11.764889,10.96875,0.796139,0.52,106.44194976644937,29.499430734559024
1764,284394530,2272,1690354777.06,1,0,0,0.0,29.49683485243056,106.44593451605903,317.553,-3.645,11.186,-0.109,0.091,-0.812,11.664,2.545811453582647,-2.06184729665649,8.968335792294882,-0.093,1.672,6.857,65,187,100,739,644,779,0.1,0.1,0.1,-2.9e-05,0.008429,0.003332,-0.003852,0.005992,0.631574,0.775282,10.84375,11.078125,10.84375,11.109375,1.0052,1.0052,3882.53,364271,1,0,0,0,0,0,0,0,11.764889,10.96875,0.796139,0.53,106.4419500381934,29.499430735070945
1765,284394540,2272,1690354777.08,1,0,0,0.0,29.49683512369792,106.44593451605903,317.555,-3.645,11.186,-0.109,0.076,-0.821,11.752,-1.337900913155376,-0.948929720915136,8.851344456839591,-0.085,3.011,9.417,65,188,100,739,644,779,0.1,0.1,0.1,-2.9e-05,0.008429,0.003332,-0.004,0.00598,0.630976,0.775769,10.84375,11.078125,10.84375,11.109375,1.0052,1.0052,3882.54,364272,1,0,0,0,0,0,0,0,11.764889,10.96875,0.796139,0.54,106.44195003817678,29.499431006220867
1766,284394550,2272,1690354777.1,1,0,0,0.0,29.496834309895835,106.4459347873264,317.557,-3.645,11.186,-0.109,0.062,-0.813,11.836,-1.347900172595999,0.848937126508902,8.395378226347177,0.218,2.43,8.356,65,188,101,739,644,779,0.1,0.1,0.1,-2.9e-05,0.008429,0.003332,-0.004049,0.005846,0.630408,0.776231,10.828125,11.09375,10.828125,11.140625,1.0052,1.0052,3882.55,364273,1,0,0,0,0,0,0,0,11.764889,10.972656,0.792233,0.55,106.4419503099707,29.499430193283015
1767,284394560,2272,1690354777.12,1,0,0,0.0,29.496834309895835,106.44593967013888,317.558,-3.645,11.186,-0.109,0.078,-0.803,11.918,1.748870476164984,0.999925944062311,8.182394000261903,0.338,2.111,7.625,65,189,100,739,644,779,0.1,0.1,0.1,-2.9e-05,0.008429,0.003332,-0.003879,0.005872,0.629853,0.776681,10.828125,11.09375,10.828125,11.140625,1.0052,1.0052,3882.56,364274,1,0,0,0,0,0,0,0,11.764889,10.972656,0.792233,0.56,106.44195520136417,29.499430202498083
1768,284394570,2272,1690354777.1399999,1,0,0,0.0,29.4968345811632,106.44593994140624,317.56,-4.036,11.581,-0.004,0.085,-0.81,11.997,0.767943125039855,-0.680949567906436,7.937412143966637,0.213,2.366,7.883,65,189,101,686,616,733,0.1,0.1,0.1,-2.9e-05,0.008429,0.003332,-0.003869,0.005957,0.629315,0.777117,10.84375,11.078125,10.84375,11.140625,1.0052,1.0052,3882.57,364275,1,0,0,0,0,0,0,0,12.264129,10.976562,1.287566,0.57,106.44195547309165,29.499430474159986
1769,284394580,2272,1690354777.1599998,1,0,0,0.0,29.49683485243056,106.44593994140624,317.561,-4.036,11.581,-0.004,0.09,-0.853,12.078,0.619954085318633,-4.243685706600457,8.062402886974427,0.261,1.637,8.487,65,190,101,686,616,733,0.1,0.1,0.1,-2.9e-05,0.008429,0.003332,-0.004064,0.006277,0.628766,0.777558,10.84375,11.078125,10.84375,11.140625,1.0052,1.0052,3882.58,364276,1,0,0,0,0,0,0,0,12.264129,10.976562,1.287566,0.58,106.44195547307503,29.49943074530991
1770,284394590,2272,1690354777.1799998,1,0,0,0.0,29.49683512369792,106.44593994140624,317.562,-4.036,11.581,-0.004,0.085,-0.917,12.161,-0.333975265316814,-6.424524190600361,8.305384891381568,-0.007,1.063,10.916,65,190,101,686,616,733,0.1,0.1,0.1,-2.9e-05,0.008429,0.003332,-0.004444,0.006692,0.6282,0.778009,10.84375,11.078125,10.84375,11.140625,1.0052,1.0052,3882.59,364277,1,0,0,0,0,0,0,0,12.264129,10.976562,1.287566,0.59,106.44195547305841,29.499431016459834
1771,284394600,2272,1690354777.1999998,1,0,0,0.0,29.49683512369792,106.44594428168402,317.563,-4.036,11.581,-0.004,0.083,-0.96,12.248,-0.110991779790918,-4.268683855202015,8.675357490684624,-0.142,0.215,11.453,65,191,101,686,616,733,0.1,0.1,0.1,-2.9e-05,0.008429,0.003332,-0.004691,0.006972,0.62761,0.778482,10.859375,11.09375,10.859375,11.125,1.0052,1.0052,3882.6,364278,1,0,0,0,0,0,0,0,12.264129,10.984375,1.279754,0.6,106.44195982096464,29.49943102465181
1772,284394610,2272,1690354777.2199998,1,0,0,0.0,29.4968345811632,106.44594455295137,317.565,-4.036,11.581,-0.004,0.085,-0.931,12.339,0.409969637065547,2.943781979319447,9.138323202785475,0.199,1.164,12.105,65,191,101,686,616,733,0.1,0.1,0.1,-2.9e-05,0.008429,0.003332,-0.004508,0.006791,0.626989,0.778984,10.859375,11.09375,10.859375,11.125,1.0052,1.0052,3882.61,364279,1,0,0,0,0,0,0,0,12.264129,10.984375,1.279754,0.61,106.44196009274202,29.499430482863982
1773,284394620,2272,1690354777.2399998,1,0,0,0.0,29.49683485243056,106.44594455295137,317.567,-4.036,11.581,-0.004,0.098,-0.87,12.426,1.387897210358489,6.093548703115733,8.68635667606931,0.437,1.461,9.689,65,191,101,686,616,733,0.1,0.1,0.1,-2.9e-05,0.008429,0.003332,-0.004085,0.00645,0.6264,0.779463,10.859375,11.09375,10.859375,11.125,1.0052,1.0052,3882.62,364280,1,0,0,0,0,0,0,0,12.264129,10.984375,1.279754,0.62,106.44196009272541,29.499430754013908
1774,284394630,2272,1690354777.2600002,1,0,0,0.0,29.49683512369792,106.44594455295137,317.568,-4.036,11.581,-0.004,0.088,-0.82,12.51,-0.791941347697353,4.995630016535314,8.359380892360933,-0.003,1.827,9.035,65,192,101,686,616,733,0.1,0.1,0.1,-2.9e-05,0.008429,0.003332,-0.003871,0.006064,0.625834,0.779922,10.875,11.09375,10.875,11.140625,1.0052,1.0052,3882.63,364281,1,0,0,0,0,0,0,0,12.264129,10.996094,1.268035,0.63,106.4419600927088,29.49943102516383
1775,284394640,2272,1690354777.2800002,1,0,0,0.0,29.49683512369792,106.44594482421876,317.57,-4.036,11.581,-0.004,0.113,-0.834,12.594,2.58180878756889,-1.4088956551838,8.40137778201155,0.1,1.993,8.381,66,192,102,686,616,733,0.1,0.1,0.1,-2.9e-05,0.008429,0.003332,-0.003777,0.006298,0.62526,0.780381,10.875,11.09375,10.875,11.140625,1.0052,1.0052,3882.64,364282,1,0,0,0,0,0,0,0,12.264129,10.996094,1.268035,0.64,106.44196036445298,29.499431025675857
1776,284394650,2272,1690354777.3000002,1,0,0,0.0,29.49683919270833,106.44594970703125,317.571,-4.036,11.581,-0.004,0.151,-0.904,12.678,3.914710071003953,-6.953485015009325,8.480371931592472,0.195,1.967,9.253,66,193,102,686,616,733,0.1,0.1,0.1,-2.9e-05,0.008429,0.003332,-0.003894,0.006982,0.624678,0.780841,10.875,11.09375,10.875,11.140625,1.0052,1.0052,3882.65,364283,1,0,0,0,0,0,0,0,12.264129,10.996094,1.268035,0.65,106.44196525559929,29.499435102141653
1777,284394660,2272,1690354777.3200002,1,0,0,0.0,29.496839463975693,106.4459499782986,317.573,-4.036,11.581,-0.004,0.158,-0.988,12.763,0.816939496298908,-8.355381188584687,8.476372227816224,0.477,1.157,9.608,66,193,101,686,616,733,0.1,0.1,0.1,-2.9e-05,0.008429,0.003332,-0.004299,0.007594,0.624097,0.781298,10.84375,11.109375,10.84375,11.078125,1.0052,1.0052,3882.66,364284,1,0,0,0,0,0,0,0,12.264129,10.96875,1.295379,0.66,106.44196552732689,29.49943537380366
1778,284394670,2272,1690354777.3400002,1,0,0,0.0,29.496839735243057,106.4459499782986,317.574,-3.276,11.06,0.134,0.158,-1.047,12.85,0.130990298672162,-5.87456492136609,8.782349566699292,0.266,0.524,10.568,66,194,102,723,631,769,0.1,0.1,0.1,-2.9e-05,0.008429,0.003332,-0.004616,0.007998,0.623496,0.781771,10.84375,11.109375,10.84375,11.078125,1.0052,1.0052,3882.67,364285,1,0,0,0,0,0,0,0,11.534981,10.96875,0.566231,0.67,106.44196552731027,29.49943564495359
1779,284394680,2272,1690354777.3600001,1,0,0,0.0,29.496840006510418,106.4459499782986,317.576,-3.276,11.06,0.134,0.177,-1.063,12.938,2.108843816027417,-1.588882325115016,8.744352380824925,0.377,1.614,11.289,66,194,102,723,631,769,0.1,0.1,0.1,-2.9e-05,0.008429,0.003332,-0.004565,0.008218,0.622897,0.782247,10.859375,11.09375,10.859375,11.125,1.0052,1.0052,3882.68,364286,1,0,0,0,0,0,0,0,11.534981,10.984375,0.550606,0.68,106.44196552729365,29.499435916103515
1780,284394690,2272,1690354777.38,1,0,0,0.0,29.496840006510418,106.44595431857638,317.577,-3.276,11.06,0.134,0.181,-1.012,13.027,0.607954973989885,5.158617945417471,8.935338236140826,0.5,1.364,10.701,66,195,102,723,631,769,0.1,0.1,0.1,-2.9e-05,0.008429,0.003332,-0.00425,0.007896,0.622289,0.782736,10.859375,11.09375,10.859375,11.125,1.0052,1.0052,3882.69,364287,1,0,0,0,0,0,0,0,11.534981,10.984375,0.550606,0.69,106.44196987520172,29.499435924297146
1781,284394700,2272,1690354777.4,1,0,0,0.0,29.496839735243057,106.44595458984377,317.579,-3.276,11.06,0.134,0.192,-0.954,13.114,1.217909799867896,5.781571808568291,8.669357935020251,-0.169,1.826,9.407,66,195,102,723,631,769,0.1,0.1,0.1,-2.9e-05,0.008429,0.003332,-0.003859,0.007564,0.621697,0.783211,10.859375,11.09375,10.859375,11.125,1.0052,1.0052,3882.7,364288,1,0,0,0,0,0,0,0,11.534981,10.984375,0.550606,0.7,106.44197014696263,29.499435653659344
1782,284394710,2272,1690354777.42,1,0,0,0.0,29.496839735243057,106.44595458984377,317.581,-3.276,11.06,0.134,0.198,-0.942,13.2,0.786941717977039,1.261906541406637,8.596363341103702,0.031,2.412,8.747,66,195,102,723,631,769,0.1,0.1,0.1,-2.9e-05,0.008429,0.003332,-0.003744,0.007517,0.62111,0.783678,10.875,11.109375,10.875,11.140625,1.0052,1.0052,3882.71,364289,1,0,0,0,0,0,0,0,11.534981,11.0,0.534981,0.71,106.44197014696263,29.499435653659344
1783,284394720,2272,1690354777.44,1,0,0,0.0,29.496840006510418,106.44595458984377,317.583,-3.276,11.06,0.134,0.206,-0.961,13.286,0.86093623783765,-1.893859738054022,8.554366451453085,0.318,2.473,10.0,66,196,102,723,631,769,0.1,0.1,0.1,-2.9e-05,0.008429,0.003332,-0.003793,0.007691,0.620523,0.78414,10.875,11.109375,10.875,11.140625,1.0052,1.0052,3882.72,364290,1,0,0,0,0,0,0,0,11.534981,11.0,0.534981,0.72,106.44197014694602,29.49943592480927
1784,284394730,2272,1690354777.46,1,0,0,0.0,29.496840277777775,106.44595458984377,317.584,-3.276,11.06,0.134,0.209,-0.983,13.37,0.446966896995852,-2.158840113230534,8.43137556033342,0.351,1.803,9.187,66,196,102,723,631,769,0.1,0.1,0.1,-2.9e-05,0.008429,0.003332,-0.003885,0.00786,0.619945,0.784595,10.875,11.109375,10.875,11.140625,1.0052,1.0052,3882.73,364291,1,0,0,0,0,0,0,0,11.534981,11.0,0.534981,0.73,106.4419701469294,29.49943619595919
1785,284394740,2272,1690354777.48,1,0,0,0.0,29.496839463975693,106.4459597439236,317.586,-3.276,11.06,0.134,0.221,-1.025,13.457,1.427894248120981,-4.162691705131409,8.763350973762108,0.248,0.941,8.94,66,197,103,723,631,769,0.1,0.1,0.1,-2.9e-05,0.008429,0.003332,-0.004019,0.00822,0.619343,0.785066,10.84375,11.109375,10.84375,11.140625,1.0052,1.0052,3882.74,364292,1,0,0,0,0,0,0,0,11.534981,10.984375,0.550606,0.74,106.44197531012114,29.499435392240333
1786,284394750,2272,1690354777.5,1,0,0,0.0,29.496839735243057,106.4459597439236,317.587,-3.276,11.06,0.134,0.242,-1.075,13.543,2.201836928825211,-4.963632386325322,8.625361193481508,0.434,1.091,11.055,66,197,103,723,631,769,0.1,0.1,0.1,-2.9e-05,0.008429,0.003332,-0.004143,0.008676,0.618749,0.785529,10.84375,11.109375,10.84375,11.140625,1.0052,1.0052,3882.75,364293,1,0,0,0,0,0,0,0,11.534981,10.984375,0.550606,0.75,106.44197531010452,29.499435663390262
1787,284394760,2272,1690354777.52,1,0,0,0.0,29.496839735243057,106.44596001519096,317.589,-3.276,11.06,0.134,0.269,-1.08,13.629,2.839789681136967,-0.415969192729923,8.609362378376511,0.468,1.803,10.911,66,198,103,723,631,769,0.1,0.1,0.1,-2.9e-05,0.008429,0.003332,-0.003978,0.008855,0.618156,0.785995,10.875,11.078125,10.875,11.171875,1.0052,1.0052,3882.76,364294,1,0,0,0,0,0,0,0,11.534981,11.0,0.534981,0.76,106.44197558184888,29.499435663902442
1788,284394770,2272,1690354777.54,1,0,0,0.0,29.496840006510418,106.44596001519096,317.591,-4.229,12.017,0.196,0.284,-1.062,13.714,1.665876622807812,1.783867884207165,8.445374523550292,0.072,1.742,9.942,66,198,103,831,609,760,0.1,0.1,0.1,-2.9e-05,0.008429,0.003332,-0.003774,0.00882,0.617576,0.786452,10.875,11.078125,10.875,11.171875,1.0052,1.0052,3882.77,364295,1,0,0,0,0,0,0,0,12.739416,11.0,1.739416,0.77,106.44197558183225,29.499435935052368
1789,284394780,2272,1690354777.56,1,0,0,0.0,29.49683919270833,106.4459640842014,317.592,-4.229,12.017,0.196,0.277,-1.051,13.801,-0.548959343290211,1.208910466371335,8.717354380335243,0.19,1.751,9.675,66,199,103,831,609,760,0.1,0.1,0.1,-2.9e-05,0.008429,0.003332,-0.003754,0.008704,0.616978,0.786922,10.875,11.078125,10.875,11.171875,1.0052,1.0052,3882.78,364296,1,0,0,0,0,0,0,0,12.739416,11.0,1.739416,0.78,106.44197965804766,29.499435129285644
1790,284394790,2272,1690354777.58,1,0,0,0.0,29.496839463975693,106.4459640842014,317.594,-4.229,12.017,0.196,0.279,-1.055,13.888,0.384971488463989,-0.359973339862434,8.668358009076188,0.185,2.014,10.021,66,199,103,831,609,760,0.1,0.1,0.1,-2.9e-05,0.008429,0.003332,-0.003753,0.008747,0.616383,0.787388,10.84375,11.109375,10.84375,11.140625,1.0052,1.0052,3882.79,364297,1,0,0,0,0,0,0,0,12.739416,10.984375,1.755041,0.79,106.44197965803103,29.499435400435573
1791,284394800,2272,1690354777.6,1,0,0,0.0,29.496839735243057,106.44596435546875,317.596,-4.229,12.017,0.196,0.286,-1.055,13.973,0.835938089236092,0.04399674153874,8.489371265089034,0.322,1.918,9.943,66,200,103,831,609,760,0.1,0.1,0.1,-2.9e-05,0.008429,0.003332,-0.0037,0.008786,0.615799,0.787845,10.84375,11.109375,10.84375,11.140625,1.0052,1.0052,3882.8,364298,1,0,0,0,0,0,0,0,12.739416,10.984375,1.755041,0.8,106.44197992975879,29.49943567209773
1792,284394810,2272,1690354777.62,1,0,0,0.0,29.496840006510418,106.44596462673611,317.598,-4.229,12.017,0.196,0.307,-1.059,14.058,2.346826190714247,-0.310976968603381,8.571365192502144,0.335,1.526,9.776,66,200,103,831,609,760,0.1,0.1,0.1,-2.9e-05,0.008429,0.003332,-0.003563,0.008931,0.615207,0.788306,10.84375,11.109375,10.84375,11.140625,1.0052,1.0052,3882.81,364299,1,0,0,0,0,0,0,0,12.739416,10.984375,1.755041,0.81,106.44198020148657,29.499435943759885
1793,284394820,2272,1690354777.6399999,1,0,0,0.0,29.49683919270833,106.44596462673611,317.599,-4.229,12.017,0.196,0.332,-1.079,14.142,2.62080589938732,-2.005851443789001,8.405377485787799,0.482,1.657,10.412,66,200,103,831,609,760,0.1,0.1,0.1,-2.9e-05,0.008429,0.003332,-0.003497,0.009208,0.614626,0.788756,10.875,11.109375,10.875,11.140625,1.0052,1.0052,3882.82,364300,1,0,0,0,0,0,0,0,12.739416,11.0,1.739416,0.82,106.44198020153642,29.4994351303101
1794,284394830,2272,1690354777.6599998,1,0,0,0.0,29.496839463975693,106.44596978081596,317.601,-4.229,12.017,0.196,0.353,-1.087,14.226,2.256832855748638,-0.698948234899558,8.40037785606749,0.235,1.961,10.298,67,201,104,831,609,760,0.1,0.1,0.1,-2.9e-05,0.008429,0.003332,-0.003386,0.009375,0.614046,0.789206,10.875,11.109375,10.875,11.140625,1.0052,1.0052,3882.83,364301,1,0,0,0,0,0,0,0,12.739416,11.0,1.739416,0.83,106.4419853646639,29.499435411192913
1795,284394840,2272,1690354777.6799998,1,0,0,0.0,29.496839463975693,106.44596978081596,317.603,-4.229,12.017,0.196,0.358,-1.096,14.311,0.665950678745499,-0.882934608607024,8.49237104292122,0.09,1.652,10.439,67,201,104,831,609,760,0.1,0.1,0.1,-2.9e-05,0.008429,0.003332,-0.003394,0.009469,0.61346,0.789661,10.875,11.109375,10.875,11.140625,1.0052,1.0052,3882.84,364302,1,0,0,0,0,0,0,0,12.739416,11.0,1.739416,0.84,106.4419853646639,29.499435411192913
1796,284394850,2272,1690354777.6999998,1,0,0,0.0,29.496839735243057,106.44597005208333,317.605,-4.229,12.017,0.196,0.358,-1.082,14.397,0.115991409511227,1.444892989170041,8.538367636348088,0.151,1.387,9.949,67,202,104,831,609,760,0.1,0.1,0.1,-2.9e-05,0.008429,0.003332,-0.003316,0.009373,0.612872,0.790118,10.859375,11.125,10.859375,11.140625,1.0052,1.0052,3882.85,364303,1,0,0,0,0,0,0,0,12.739416,10.996094,1.743323,0.85,106.44198563639175,29.499435682855125
1797,284394860,2272,1690354777.7199998,1,0,0,0.0,29.496840006510418,106.44596896701388,317.607,-4.229,12.017,0.196,0.368,-1.074,14.483,1.23690839280508,0.823938977907344,8.655358971803377,0.179,1.18,9.246,67,202,104,831,609,760,0.1,0.1,0.1,-2.9e-05,0.008429,0.003332,-0.003195,0.00938,0.612275,0.790582,10.859375,11.125,10.859375,11.140625,1.0052,1.0052,3882.86,364304,1,0,0,0,0,0,0,0,12.739416,10.996094,1.743323,0.86,106.44198454939733,29.499435951955927
1798,284394870,2272,1690354777.7399998,1,0,0,0.0,29.496844346788198,106.44597412109376,317.609,-3.307,11.192,0.339,0.388,-1.082,14.57,2.097844630642731,-0.688948975458935,8.63836023075432,0.418,1.523,10.076,67,203,104,743,625,773,0.1,0.1,0.1,-2.9e-05,0.008429,0.003332,-0.003094,0.009537,0.611677,0.791043,10.875,11.125,10.875,11.15625,1.0052,1.0052,3882.87,364305,1,0,0,0,0,0,0,0,11.670352,11.007812,0.662539,0.87,106.44198971227654,29.499440300088487
